1,95050,11/24/2018,2/10/2018
2,95051,11/24/2018,2/10/2018
3,95052,11/24/2018,2/10/2018
4,95054,11/24/2018,2/10/2018
5,85083,12/09/2018,02/06/2018
6,85254,12/09/2018,02/06/2018
7,04330,09/28/2018,05/08/2018
